query_id,query,pool_rank,doc_id,title,snippet,source_modes,best_rank,rank_baseline,rank_ltr,rank_adaptive,rank_hybrid,rank_cross_encoder,previous_label,manual_label,notes
12,artificial intelligence ethics,2,49277,online ethics definition,"2. 'ethics'. Ethics are moral beliefs and rules about right and wrong. When you use ethics with this meaning, it is a plural noun. You use a plural form of a verb with it. Such action was a violation of medical ethics. Ethics is also the study of questions about what is morally right or wrong. 2. ethics (used with a sing. verb) The study of the general nature of morals and of the specific moral choices to be made by a person; moral philosophy. 3. ethics (used with a sing. or pl....","baseline,ltr,adaptive,hybrid,cross_encoder",1,1,3,3,4,7,,0,
12,artificial intelligence ethics,3,89743,what is intelligence psychology definition,"Intelligence is an umbrella term used to describe a property of the mind that encompasses many related abilities, such as the capacities to reason, to plan, to solve problems, to think abstractly, to comprehend ideas, to use language, and to learn. There are several ways to define intelligence.",cross_encoder,1,,,,,1,,1,
12,artificial intelligence ethics,4,49695,legal ethics definition,Legal Ethics Law & Legal Definition. Legal ethics is the minimum standards of appropriate conduct within the legal profession. It is the behavioral norms and morals which govern judges and lawyers. Legal ethics can also refer to the study or observance of those duties or the written regulations governing those duties. In the U.S. each state or territory has a code of professional conduct which dictates the rules of ethics....,"baseline,ltr,adaptive,hybrid",2,2,2,2,3,,,0,
12,artificial intelligence ethics,5,61129,intelligence definition psychology,"A typical dictionary definition of intelligence is ""the capacity to acquire and apply knowledge."" Intelligence includes the ability to benefit from past experience, act purposefully, solve problems, and adapt to new situations.","baseline,ltr,adaptive,hybrid,cross_encoder",2,5,5,5,2,2,,1,
12,artificial intelligence ethics,6,39147,government ethics definition,"The Office of Government Ethics develops rules and regulations regarding standards of conduct, identification of conflicts of interest, and financial disclosure in consultation with the attorney general and the Office of Personnel Management. Office of Government Ethics (OGE) is small independent agency within the executive branch established under the Ethics in Government Act of 1978. It was originally part of the Office of Personnel Management.","baseline,ltr,adaptive,hybrid,cross_encoder",3,3,4,4,6,9,,0,
12,artificial intelligence ethics,7,56897,fluid intelligence definition psychology,"Fluid intelligence is the capacity to think logically and solve problems in novel situations, independent of acquired knowledge. Fluid intelligence involves the ability to identify patterns and relationships that underpin novel problems and to extrapolate these findings using logic....",cross_encoder,3,,,,,3,,1,
12,artificial intelligence ethics,8,32542,what is intelligence quotient in psychology,"An intelligence quotient (IQ) is a score derived from one of several standardized tests designed to assess human intelligence. The abbreviation IQ was coined by the psychologist William Stern for the German term Intelligenz-quotient, his term for a scoring method for intelligence tests he advocated in a 1912 book....",cross_encoder,4,,,,,4,,1,
12,artificial intelligence ethics,9,29629,ethics is defined as,"Ethics is defined as a moral philosophy or code of morals practiced by a person or group of people. An example of ethics is a the code of conduct set by a business. 1 the study of standards of conduct and moral judgment; moral philosophy. 2 a treatise on this study. —eudemonist, eudaemonist, n. metaethics a branch of philosophy concerned with the foundations of ethics and especially with the definition of ethical terms and the nature of moral discourse....","baseline,ltr,adaptive,hybrid,cross_encoder",5,10,7,7,5,6,,0,
12,artificial intelligence ethics,10,75285,who created the concept of intelligence quotient quizlet,"An intelligence quotient (IQ) is a score derived from one of several standardized tests designed to assess human intelligence. The abbreviation IQ was coined by the psychologist William Stern for the German term Intelligenz-quotient, his term for a scoring method for intelligence tests he advocated in a 1912 book. By this definition, approximately two-thirds of the population scores between IQ 85 and IQ 115, and about 5 percent of the population scores above 125....",cross_encoder,5,,,,,5,,1,
12,artificial intelligence ethics,11,35004,what is artificial hybridisation,Hybridization and Artificial Selection. Breeders commonly use artificial selection to produce new breeds from the variable offspring of hybrid crosses.,"baseline,ltr,adaptive,hybrid",6,6,10,10,10,,,1,
12,artificial intelligence ethics,12,53880,autonomy medical ethics definition,"Medical ethics is a system of moral principles that apply values and judgments to the practice of medicine. As a scholarly discipline, medical ethics encompasses its practical application in clinical settings as well as work on its history, philosophy, and sociology....","ltr,adaptive,hybrid",6,,6,6,7,,,0,
12,artificial intelligence ethics,13,72397,what is artificial blood,"A blood substitute (also called artificial blood or blood surrogates) is a substance used to mimic and fulfill some functions of biological blood. It aims to provide an alternative to blood transfusion, which is transferring blood or blood-based products from one person into another. The first is perfluorocarbons (PFC), chemical compounds which can carry and release oxygen. The specific PFC usually used is perfluorodecalin....",baseline,7,7,,,,,,1,
12,artificial intelligence ethics,14,65068,research ethics committee definition,"(March 2014). An institutional review board (IRB), also known as an independent ethics committee (IEC), ethical review board (ERB), or research ethics board (REB), is a committee that has been formally designated to approve, monitor, and review biomedical and behavioral research involving humans. In the United States, IRBs are governed by Title 45 Code of Federal Regulations Part 46....",cross_encoder,8,,,,,8,,0,
12,artificial intelligence ethics,15,69971,explain what is code of ethics,Code of Ethics Law & Legal Definition. A code of ethics is a set of principles of conduct within an organization that guide decision making and behavior. The purpose of the code is to provide members and other interested persons with guidelines for making ethical choices in the conduct of their work. A code of ethics issued by a business is a particular kind of policy statement....,"ltr,adaptive,hybrid",8,,8,8,8,,,0,
12,artificial intelligence ethics,16,93415,what is artificial boundaries,"Making the world better, one answer at a time. An artificial boundary is a boundary made by humans, examples include dams, the fence at the border between the U.S and Mexico. A natural boundary is a boundary made by nature, a boundary that happens naturally, examples include rivers, mountains and such.",baseline,8,8,,,,,,1,
12,artificial intelligence ethics,17,37996,what is organizational ethics definition,Found This Helpful. The ethics of an organization and the organization's values determine how the organization responds to events that take place within or outside of the organization. Organizational ethics is a code of conduct that expresses the value of the organization to the organization's employees. The ethics and values adopted by any organization are generally internal policies and differ from laws and government regulation.,"ltr,adaptive,hybrid",9,,9,9,9,,,0,
12,artificial intelligence ethics,18,91453,what is artificial sunlight,"Description. While natural light is produced by the sun, artificial light sources can include incandescent bulbs, fluorescent tubes and light-emitting diodes (LEDs). Sunlight contains all the colors of the spectrum, which is necessary for photosynthesis in plants.",baseline,9,9,,,,,,1,
12,artificial intelligence ethics,19,26744,what is artificial skin grafts,"The term artificial skin is used to describe any material used to replace (permanently or temporarily) or to mimic the dermal and epidermal layers of the skin. The primary current application of artificial skin is for the treatment of skin loss or damage on burn patients. Alternatively however, artificial skin is now being used in some places to treat patients with skin diseases, such as diabetic foot ulcers, and severe scarring [1]....",cross_encoder,10,,,,,10,,1,
13,travel budget planning,1,41327,travel to ny how much budget per day,"A fellow traveler comments: Spending money-NY-how much? (Source: TripAdvisor). If I were to hazard a guess, if you are planning to keep it on a really low but reasonable side, I would budget somewhere between $50 to $100 per person per day on activities. Add another $50 to $75 on food. Dining at restaurants will definitely be more expensive. But it does not have to be cut-throat....","baseline,ltr,adaptive,hybrid,cross_encoder",1,1,6,6,2,1,,3,
13,travel budget planning,2,62253,definition of cost planning,Cost management is the process of planning and controlling the budget of a business. Cost management is a form of management accounting that allows a business to predict impending expenditures to help reduce the chance of going over budget.,"baseline,ltr,adaptive,hybrid,cross_encoder",1,4,1,1,1,5,,2,
13,travel budget planning,3,25142,healthy budget definition,"A budget is a quantitative expression of a plan for a defined period of time. It may include planned sales volumes and revenues, resource quantities, costs and expenses, assets, liabilities and cash flows. It expresses strategic plans of business units, organizations, activities or events in measurable terms. A budget (derived from old French word bougette, purse) is a quantified financial plan for a forthcoming accounting period....","baseline,cross_encoder",2,3,,,,2,,2,
13,travel budget planning,4,31999,channel planning definition,"Channel Planning: a new media planning tool. Insight into the potential power of 15 different types of media. Nationaal Onderzoek Multimedia (NOM, National Multimedia Survey) is a joint venture of Print operators, media agencies and advertisers. NOM is responsible for the collective survey on the reach of print media. The database will form the foundation of the 'Channel Planning' tool....","baseline,ltr,adaptive,hybrid",2,2,4,4,8,,,0,
13,travel budget planning,5,42250,travel guide salary,"Travel, Guide Salary. Travel, Guide average salary is $29,061, median salary is $28,079 with a salary range from $20,072 to $63,035. Travel, Guide salaries are collected from government agencies and companies. Each salary is associated with a real job position. Travel, Guide salary statistics is not exclusive and is for reference only.","ltr,adaptive,hybrid,cross_encoder",2,,2,2,3,3,,1,
13,travel budget planning,6,78224,explain what is planning,"Planning (also called forethought) is the process of thinking about and organizing the activities required to achieve a desired goal. It involves the creation and maintenance of a plan, such as psychological aspects that require conceptual skills. As such, planning is a fundamental property of intelligent behavior. Also, planning has a specific process and is necessary for multiple occupations (particularly in fields such as management, business, etc.)....","baseline,ltr,adaptive,hybrid,cross_encoder",3,6,3,3,4,9,,0,
13,travel budget planning,7,97433,per diem military travel rates,"The Per Diem Allowance. Each year the DoD Per Diem, Travel and Transportation Committee sets the Per Diem allowance. The Per Diem is specific to a given travel location and can range from a standard CONUS rate from $140 per day up to $702 per day for Out-of-CONUS rates. The Per Diem rate you will receive is based on a combination of the Maximum Lodging and the Meals and Incidental Expenses (M&IE) rates....",cross_encoder,4,,,,,4,,1,
13,travel budget planning,8,46494,what is marketing planning,Marketing Plan Definition. A marketing plan is a business document written for the purpose of describing the current market position of a business and its marketing strategy for the period covered by the marketing plan. Marketing plans usually cover a period of 1-5 years.,baseline,5,5,,,,,,0,
13,travel budget planning,9,52561,what is a travel coordinator,"Travel Coordinator. The Travel Coordinator will book and schedule travel for each department or division within a central office, and assist with local and/or departmental travel arrangements. There are 404 members with the job title Travel Coordinator on Media Match Magazine. Transportation | Unit Manager.","ltr,adaptive,hybrid,cross_encoder",5,,7,7,5,8,,1,
13,travel budget planning,10,82680,what is budget overhead,"Factory Overhead Budget. The factory overhead budget shows all the planned manufacturing costs which are needed to produce the budgeted production level of a period, other than direct costs which are already covered under direct material budget and direct labor budget. However most businesses will prefer to prepare a detailed overhead budget showing individual variable costs such as electricity, fuel, supplies etc......","baseline,ltr,adaptive,hybrid",5,9,5,5,6,,,2,
13,travel budget planning,11,54819,do travel agents charge fees,"Most travel agencies charge a service fee, usually a minimum of $25.00 per person plus GST for most bookings made. My service fee will be $25.00 plus GST per person for domestic and trans-border travel, with a maximum of $50.00 plus GST per family. For some international bookings my service fee will be $35.00 plus GST, with a maximum of $7",cross_encoder,6,,,,,6,,1,
13,travel budget planning,12,66026,budget cost of conservatory,"Victorian Conservatory Cost. Victorian Conservatory prices in 2015 vary in cost depending on the exact style, shape, roof type and measurements. It is important to also determine what type of roof you require. As well as whether you need building work or not. It would not be at all surprising if you still find yourself in the dark. The cost of a 3 X 3 conservatory can vary from £1,500 to £18,000....",baseline,7,7,,,,,,1,
13,travel budget planning,13,91749,what is an income budget,"An income budget is a specific type of budget that only shows how and where money is earned. This type of budget can be used for professional purposes in a business or can be used for personal reasons, if a single person has various streams of income. The income budget shows in detail how much is coming into the business and where it is coming from, while the master budget shows the entire operation of the business....","ltr,adaptive,hybrid,cross_encoder",7,,9,9,7,7,,1,
13,travel budget planning,14,81242,what is marketing budget,"A marketing budget is an estimate of projected costs to market your products or services. A typical marketing budget will take into account all marketing costs e.g. marketing communications, salaries for marketing managers, cost of office space etc. The costs in a marketing budget will be allocated according to the campaign and the media to be utilized. Some prior research will be necessary for the cost estimates to be as realistic as possible....","baseline,ltr,adaptive,hybrid",8,8,8,8,9,,,1,
13,travel budget planning,15,101826,what is strategic marketing planning,Strategic marketing planning is the process that the operational and managerial staff of a company goes through to create and implement effective marketing strategies. Strategic marketing planning takes several aspects of company marketing and promotion into consideration.,"ltr,adaptive,hybrid",10,,10,10,10,,,0,
13,travel budget planning,16,40152,what is career pathway planning,"Career Pathways. 1. Definition A Career Pathway is a coherent, articulated sequence of rigorous academic and career/technical courses, commencing in the ninth grade and leading to an associate degree, baccalaureate degree and beyond, an industry recognized certificate, and/or licensure.",baseline,10,10,,,,,,0,
13,travel budget planning,17,70937,how much should i budget for a wedding coordinator,"1 For about $5,000, a full-service planner will plan the wedding and handle most details and the wedding day. 2 That rate sometimes goes much higher -- possibly $10,000 or more for an in-demand planner with ten years or more experience, according to i-do Weddings.",cross_encoder,10,,,,,10,,1,
14,home gardening vegetables,1,21411,which vegetables are legumes,"Legumes are the seeds of the plant and are eaten in their immature form as green peas and beans, and the mature form as dried peas, beans, lentils and chickpeas. Vegetables can be broken up into different groups, with each group providing their own unique nutrients. The main sub-groups for vegetables are: Green vegetables (including some salad vegetables), beetroot, cauliflower, asparagus, dried peas, beans and lentils are a good source of folate....","baseline,ltr,adaptive,hybrid,cross_encoder",1,4,1,1,1,5,,1,
14,home gardening vegetables,2,47219,price per hour for gardening,"Advertised rates for gardeners start at under $30 per hour, but this is usually for less skilled work such as basic lawn mowing or weeding. More skilled gardening work can cost between $30 and $50 per hour, depending on the job and service. For some jobs, gardeners might charge a flat rate. Others, like lawn mowing, may be based on the area to be mowed. Small jobs may cost more per hour than larger jobs because the gardener will have to factor travel and setup time into their costs.",baseline,1,1,,,,,,1,
14,home gardening vegetables,3,76053,what are dehydrated vegetables,"Home Dehydrated Vegetables Mixed Vegetables. Dehydrated mixed veggies are a medley of dehydrated carrots, onions, tomatoes, peas, celery, green bell peppers, green beans, and parsley. A Symphony of Vegetable Flavors. Dehydrated mixed veggies are a medley of dehydrated carrots, onions, tomatoes, peas, celery, green bell peppers, green beans, and parsley. What a winning combination!","baseline,ltr,adaptive,hybrid,cross_encoder",1,7,10,10,3,1,,2,
14,home gardening vegetables,4,31596,which vegetables are low carbohydrate,"Green Leafy Vegetables. Green leafy vegetables such as arugula, broccoli, watercress, Swiss chard, collard greens, kale, spinach and dandelion greens are low in calories and carbohydrates. A 5.3-ounce serving of raw broccoli has 45 calories and 8 grams of",cross_encoder,2,,,,,2,,1,
14,home gardening vegetables,5,49553,are legumes vegetables,"Beans and Vegetables Legumes. Beans and vegetable legumes shown in Table 9 (Crop Group 6) include several dry and succulent beans and peas, such as Southern peas and green/snap beans, as well as lima and mung beans. They are grown predominately in the High Plains and Rolling Plain","baseline,cross_encoder",2,2,,,,4,,1,
14,home gardening vegetables,6,78315,will gardening help me lose weight,"In order to lose weight gardening, you must burn more calories than you consume. The following list is what an average male weighing 180 pounds (81.6 kg) will burn in 30 minutes of constant gardening activity. 1 Water the lawn or garden with a hose to burn 61 calories. 2 Rake leaves to burn 162 calories. Garden at least 3 to 5 times a week for 30 minutes to an hour. To lose weight and maximize health benefits, a regular gardening routine is important....","baseline,ltr,adaptive,hybrid",2,3,2,2,2,,,1,
14,home gardening vegetables,7,37116,temperature for growing vegetables,"Crops: beans, celery, corn, cucumbers, New Zealand spinach, and summer squash. Temperatures: Tender vegetables grow with daytime temperatures above 55°F, and are intolerant of frost. When to plant: 1 Based on soil temperature, refer to Table 2. 2 Soil is adequately dry to work. 3 These crops may be planted (from seed) around the date of the average last spring frost. Temperatures: Very tender vegetables are not only intolerant of frost, but also cool spring winds....","baseline,cross_encoder",3,5,,,,3,,1,
14,home gardening vegetables,8,39443,how long do you cook roast vegetables,"1 Technique: Roast the vegetables, uncovered, about 30 minutes, stirring once. 2 Remove the pan from the oven and add the vegetables with shorter cooking times. 3 Toss to combine and return to the oven. Choosing Your Vegetables. Best Veggies: Some vegetables especially benefit from roasting, such as onions, potatoes, carrots, beets, winter squash, carrots, and other hearty root vegetables, but most vegetables will work....","ltr,adaptive,hybrid",3,,3,3,4,,,1,
14,home gardening vegetables,9,27296,can i cook birds eye mixed vegetables,"Email. Birds Eye Foods' new Steamfresh vegetables provide what the company insists is a can't-miss way to microwave-heat flash-frozen vegetables with perfect results every time in just minutes, without any water boiling or chopping.","ltr,adaptive,hybrid",4,,4,4,6,,,1,
14,home gardening vegetables,10,91488,what vegetables are good for anemia,"4. vegetables. Vegetables such as spinach, lettuce, beet, broccoli, celery and kale are iron-rich, energy-filled vegetables that treat anemia effectively. These vegetables are not only rich in iron but also Vitamin B-12 and folic acid, energy-boosting nutrients that the body needs to heal from anemia. Beetroot juice is an iron-rich vegetable juice that those suffering from anemia can drink as a tonic against fatigue and lethargy. 5. Legumes and Nuts.","ltr,adaptive,hybrid",5,,5,5,5,,,1,
14,home gardening vegetables,11,49365,temperature for oven roasting vegetables,"Yes, with experience, it's possible to combine vegetables, cooking a more-starchy vegetable a little longer than a less-starchy vegetable. OVEN TEMPERATURE for ROASTING We roast vegetables at high temperature, 375 degrees on the low end and 500 degrees on the high end but typically 400F or 425F. SAME SIZE While the oven preheats, prep the vegetables.","ltr,adaptive,hybrid",6,,6,6,7,,,1,
14,home gardening vegetables,12,57917,types of dehydrated vegetables,"Many types of dried and dehydrated vegetables exist, such as potatoes, beans, snap beans, lima beans, leafy vegetables, carrot, corn and onion. 1 In most parts of China it is called huamei. 2 It was made popular in Hawaii by Yee Sheong, who, in early 1900, had begun importing Li hing mui and various other preserved fruits i.e. crack seed snacks from China to Hawaii.","baseline,cross_encoder",6,6,,,,6,,1,
14,home gardening vegetables,13,22330,cost of home staging,"1 For a full-service staging service that will covers the entire home will normally cost anywhere from $3,000 to $6,500 for an occupied home. 2 This is going to greatly depend on the size of the home, but if your home is between 1,200 and 2,400 square feet, this should be a great estimate to use for planning.","ltr,adaptive,hybrid",7,,7,7,9,,,0,
14,home gardening vegetables,14,85483,vegetables rich in vitamin b,"Vegetables, Fruits and Legumes. Legumes and leafy green vegetables, along with some fruits and nuts, are rich in biotin and vitamin B-5, or pantothenic acid. Rich sources of vitamin B-2, or riboflavin, include broccoli, spinach, Brussels sprouts, mushrooms, almonds and soybeans. Beets and peanuts are good sources of niacin, or vitamin B-3.",cross_encoder,7,,,,,7,,1,
14,home gardening vegetables,15,48889,do dogs get any nutrition from vegetables,"Just as fruits and vegetables are considered healthy foods for humans, they can also help prolong a dog's life. Orange, red and yellow fruits and vegetables are best for dogs because they are often nutrient-dense [source: Donomor ]. Many fruits and vegetables also contain antioxidants that reduce the risk of cancer. But not all fruits and vegetables are healthy for your dog. Avoid serving your dog dyed, waxed, or genetically engineered foods; just as with humans, organic foods are best.","ltr,adaptive,hybrid",8,,9,9,8,,,1,
14,home gardening vegetables,16,52614,cost of home appraisal,"Real Estate Appraisal Costs. Average costs for an official home appraisal depends on the size of your home and where it is located geographically. Larger homes are more expensive to appraise than smaller homes. Homes in places with higher costs of living will naturally cost more than a home appraisal in a less expensive area. For the average home, it will cost $300 to $600 for a professional home appraisal. Facts about Real Estate Appraisal.","ltr,adaptive,hybrid",8,,8,8,10,,,0,
14,home gardening vegetables,17,78257,what is pulse vegetables,"Pulses include beans, lentils and peas. They are a cheap, low-fat source of protein, fibre, vitamins and minerals, and they count towards your recommended five daily portions of fruit and vegetables. A pulse is an edible seed that grows in a pod. Pulses include all beans, peas and lentils, such as: 1 baked beans. 2 red, green, yellow and brown lentils. 3 chickpeas (chana or garbanzo beans). 4 garden peas. 5 black-eyed peas. 6 runner bean","baseline,cross_encoder",8,8,,,,8,,2,
14,home gardening vegetables,18,37354,what vitamins are in vegetables,"1 Green beans are a good source of vitamin C, folic acid, iron, and potassium. 2 Dried beans provide protein, B vitamins, folic acid, iron, magnesium, and potassium. 3 Cabbage is high in vitamin C, folic acid, calcium, potassium, and fiber. 4 Carrots are rich in beta-carotene, vitamins A and K, and potassium. 1 Peppers have lots of beta-carotene; vitamins B6, C, and A; and potassium. 2 Potatoes, with skins, are a good source of protein, iron, vitamin C, and potassium....",cross_encoder,9,,,,,9,,1,
14,home gardening vegetables,19,98624,vegetables that are antiseptics,"14 Ways Honey Can Heal. Cabbage. A member of the cruciferous vegetable family, along with broccoli, kale, cauliflower and Brussels sprouts, cabbage has long been recognized for its healing powers. One reason is the cancer fighting sulfur compounds. Another is that fruits and vegetables high in vitamin C are considered a natural antibiotic and a one-cup serving of cabbage provides about 75 percent of your daily adult allowance....",baseline,9,9,,,,,,1,
14,home gardening vegetables,20,90337,what are tubers vegetables,"Hemera Technologies/PhotoObjects.net/Getty Images. Tubers are underground plant stems that swell to store nutrients for next season's growth. The mature tubers are dug from the ground and cleaned of soil to store or prepare as food. They are capable of producing complete new plants from a part of the tuber. One of the most familiar tuber vegetables is the potato, but many kinds of tuber vegetables are used all over the world for starch and carbohydrates....",baseline,10,10,,,,,,1,
14,home gardening vegetables,21,95098,what are french vegetables,"Cook. A fantastic medley of French vegetables-Fennel Bulb, Onions, Garlic, Red Peppers, Aubergines & Tomatoes; oven roasted in a Balsamic vinegar, Caper & Olive oil dressing! Simple yet impressive and adds a real splash of colour to any meal. 1hr. A fantastic medley of French vegetables-Fennel Bulb, Onions, Garlic, Red Peppers, Aubergines & Tomatoes; oven roasted in a Balsamic vinegar, Caper & Olive oil dressing!",cross_encoder,10,,,,,10,,1,
15,sleep quality improvement,1,47849,why is sleep precious aarp,"Sleep helps your brain work properly. While you're sleeping, your brain is preparing for the next day. It's forming new pathways to help you learn and remember information. Studies show that a good night's sleep improves learning.","ltr,adaptive,hybrid,cross_encoder",1,,3,3,2,1,,0,
15,sleep quality improvement,2,75693,does sleep affect motor skills,"Without adequate sleep, your brain has a harder time absorbing and recalling new information. Sleep does more than help sharpen the mind. Studies show that sleep affects physical reflexes, fine motor skills, and judgment, too. One study showed that participants who were sleep deprived were more likely to think they were right when they were, in fact, wrong. The Power of Sleep. Imaging and behavioral studies continue to show the critical role sleep plays in learning and memory....","ltr,adaptive,hybrid,cross_encoder",1,,1,1,1,2,,0,
15,sleep quality improvement,3,78153,what is quality assurance,Quality assurance (QA) is a way of preventing mistakes or defects in manufactured products and avoiding problems when delivering solutions or services to customers; which ISO 9000 defines as part of quality management focused on providing confidence that quality requirements will be fulfilled.,"baseline,ltr,adaptive,hybrid,cross_encoder",1,1,7,7,9,6,,0,
15,sleep quality improvement,4,55354,how much sleep do i need when i have sleep apnea,"If you have sleep apnea, talk with your doctor or sleep specialist about the treatment options that will work best for you. Lifestyle changes and/or mouthpieces may relieve mild sleep apnea. People who have moderate or severe sleep apnea may need breathing devices or surgery. If you continue to have daytime sleepiness despite treatment, your doctor may ask whether you're getting enough sleep. (Adults should get at least 7 to 8 hours of sleep; children and teens need more....","ltr,adaptive,hybrid,cross_encoder",2,,2,2,3,4,,0,
15,sleep quality improvement,5,81433,do pros play game improvement irons,"When comparing game improvement irons vs. players irons consider all of the options given and most importantly, try the clubs first. A Shopping Guide for Game Improvement Irons If you are shopping for a new set of irons it might be good to familiarize yourself with some golf club jargon. There are many things that have helped revolutionize golf but game improvement irons are near the top of that esteemed list....",baseline,2,2,,,,,,0,
15,sleep quality improvement,6,26904,how can hospital improve data quality,"The data gathered by these performance standards can then be used to improve healthcare quality in a variety of ways, including: 1 Public reporting. 2 Pay for performance. 3 Internal quality improvement.","baseline,ltr,adaptive,hybrid,cross_encoder",3,3,8,8,7,8,,2,
15,sleep quality improvement,7,74181,what foods induce sleep,"Dairy foods contain tryptophan, which is a sleep-promoting substance. Other foods that are high in tryptophan include nuts and seeds, bananas, honey, and eggs. Carbohydrate-rich foods complement dairy foods by increasing the level of sleep-inducing tryptophan in the blood. So a few perfect late night snacks to get you snoozing might include a bowl of cereal and milk, yogurt and crackers, or bread and cheese....",cross_encoder,3,,,,,3,,0,
15,sleep quality improvement,8,30797,quality carpet cost per square foot,"Wall to wall carpet, on average, ranges in price from about $3-$7 per square foot. The higher the costs, the better the carpet usually is. An average carpet price is about $4.50 per square foot. Rugs can cost as little as $1 per square foot for very cheap products. A good-quality area rug will cost $5 or more per square foot with the best rugs crafted from materials such as wool costing more than $8 per square foot....",baseline,4,4,,,,,,0,
15,sleep quality improvement,9,35882,what is a sleep psychology,"The specialty of sleep psychology studies sleep and evaluates and treats sleep disorders. 1 It addresses behavioral, psychological and physiological factors that underlie normal and disordered sleep across the life span. Sleep psychology is a specialty that developed from the need to better understand and treat sleep and sleep‐related disorders. The specialty requires a broad understanding of: 1 Normal and disordered sleep. 2 Sleep physiology. 3 The effects of sleep medications on the brain....","ltr,adaptive,hybrid,cross_encoder",4,,6,6,4,5,,0,
15,sleep quality improvement,10,81926,meaning of Disrupted sleep,"Sleep apnea is a disorder in which breathing is disrupted during sleep. The brain will automatically restart the process, often without the subject's conscious awareness, but there is a physical toll. At minimum, sleep apnea results in daytime fatigue.","ltr,adaptive,hybrid,cross_encoder",4,,4,4,6,10,,0,
15,sleep quality improvement,11,88075,is belgian flax linen good quality?,"1 Comment. Belgian Linen is Made of European grown flax fibres and has a premium high quality. Belgian Linen is Woven accordingly to a time-honored tradition, it's crisp, clean and comfortable, soft yet strong and durable and is very suitable for Luxury Linens. Linen conveys understated qualities,",baseline,5,5,,,,,,0,
15,sleep quality improvement,12,93085,what is a sleep disorder,"A sleep disorder, or somnipathy, is a medical disorder of the sleep patterns of a person or animal. Some sleep disorders are serious enough to interfere with normal physical, mental, social and emotional functioning. Polysomnography and actigraphy are tests commonly ordered for some sleep disorders.","ltr,adaptive,hybrid,cross_encoder",5,,5,5,5,9,,0,
15,sleep quality improvement,13,48708,what does a quality control technician do,"A quality technician inspects products to assure that they meet defined standards for durability, function, customer satisfaction, or any other metric that the industry considers a measure of quality. Career Overview. The purpose of quality assurance (QA) is obvious; quality technicians prevent bad items from getting to market. How they fulfill that goal varies widely depending on what they are inspecting, reports the U.S. Bureau of Labor Statistics (BLS, www.bls.gov)....",baseline,6,6,,,,,,0,
15,sleep quality improvement,14,72850,what is sleep disorder,"A sleep disorder, or somnipathy, is a medical disorder of the sleep patterns of a person or animal. Some sleep disorders are serious enough to interfere with normal physical, mental, social and emotional functioning. Polysomnography and actigraphy are tests commonly ordered for some sleep disorders. 1 Sleep apnea, obstructive sleep apnea, obstruction of the airway during sleep, causing lack of sufficient deep sleep, often accompanied by snoring. 2 Other forms of sleep apnea are less common....",cross_encoder,7,,,,,7,,0,
15,sleep quality improvement,15,95785,can bad air quality make you dizzy?,"Occupants of homes with poor indoor air quality may complain of symptoms such as headache, eye irritation, fatigue, dry throat, sinus congestion, dizziness, and nausea. Because many illnesses can cause these symptoms, diagnosing sick building syndrome is difficult. Feeling unsteady or dizzy can be caused by many factors such as poor circulation, inner ear disease, medication usage, injury, infection, allergies, and/or neurological disease....",baseline,7,7,,,,,,0,
15,sleep quality improvement,16,24914,clonazepam dosage for sleep,"It has been observed that the right clonazepam dosage for sleep is usually the smallest one. It has been estimated that the clonazepam dosage for sleep should be somewhere about 0.25 mg, usually given at the bedtime. The right clonazepam dosage would assist in calming down the brain and leading to proper sleep and rest. You would find that the clonazepam dosage for sleep is somewhat similar to the clonazepam dosage for anxiety....","ltr,adaptive,hybrid",8,,10,10,8,,,0,
15,sleep quality improvement,17,40428,what evidence is needed for a requires improvement school,"Throughout the four-year cycle of school improvement schools will also use evidence to:• assess the quality of programs • inform planning and set targets• report on key indicators of school improvement. Data sources Decisions need to be based on a range of high quality data. It engages students, teachers and the school community in a process of continuous improvement....","baseline,ltr,adaptive,hybrid",8,8,9,9,10,,,2,
15,sleep quality improvement,18,29637,how should babies sleep,"Newborns sleep 16 or more hours a day, but often in stretches of just a few hours at a time. Although the pattern might be erratic at first, a more consistent sleep schedule will emerge as your baby matures and can go longer between feedings. By age 3 to 4 months, many babies sleep at least five hours at a time. At some point during a baby's first year — every baby is different — he or she will start sleeping for about 10 hours each night. 1 Next",baseline,9,9,,,,,,0,
15,sleep quality improvement,19,22463,trazodone dosage for sleep,when used as a sleep aid or for insomnia the recommended starting dose of trazodone is 25 to 50 mg taken at bedtime the dose may be adjusted if necessary to a maximum dose of 100 mg its sedative effect starts within 1 to 2 hours and can last up to 8 hours important notes,baseline,10,10,,,,,,0,
16,electric vehicle charging,1,34133,what makes an alternator fail,"An alternator is a generator of electric power in you car and is a major component of your vehicle's charging system. Whenever your engine is running, the alternator charges your battery and supplies additional electric power for the vehicle's electrical systems. How to make your alternator to last longer. Often an alternator can fail prematurely when a protective engine undercover or shield is damaged or missing....","baseline,ltr,adaptive,hybrid,cross_encoder",1,1,1,1,1,1,,3,
16,electric vehicle charging,2,55870,when were electric cars invented,Robert Anderson of Scotland invented the first electric car in the 1830's. A similar electric car was designed in Holland in 1835. American Thomas Davenport and Scotsmen Rober … t Davidson built better ones around 1842. They were the first to use non-rechargeable electric cells.,"ltr,adaptive,hybrid,cross_encoder",2,,2,2,2,2,,1,
